SCENARIO;BRANCHE;SS_BRANCHE;BAT_TYPE;PERIODE_DETAIL;PERIODE_SIMPLE;ENERGIE;BESOIN;SURFACE_CHAUFFEE;ETABLISSEMENTS;COUT_PLAN_MIN;COUT_PLAN_MAX;COUT_FEN_MIN;COUT_FEN_MAX;COUT_MUR_MIN;COUT_MUR_MAX;COUT_TOIT_MIN;COUT_TOIT_MAX
BBC renovation;Commerce;Commerce de détail non alimentaire;Petit mode;1999-2008;1999-2008;Autres;290460,267079893;26226,0246584196;29330,6011025194;1180171,10962888;1442431,35621308;5294378,72791846;6408984,7759013;49173,7962345368;78678,0739752589;0;0
Maximal;Enseignement Recherche;Enseignement secondaire;Cantine collége;avant 1960;Av 1980;Electricité;1714210,40239356;25751,7186873568;14573,3309796447;901310,15405749;1158827,34093105;2761190,16255537;3562826,01620048;890706,50405012;1140104,32518415;2060137,49498854;2317654,68186211
Maximal;Enseignement Recherche;Enseignement secondaire;Cantine LEGT;avant 1960;Av 1980;Urbain;3851493,59599364;52500,7874050635;65884,443535232;1837527,55917722;2362535,43322785;5629319,71528737;7263638,34230629;1815909,58557657;2324364,26953801;4200062,99240508;4725070,86645571
BBC renovation;Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;1981-1998;1981-1998;Fioul;848528,284788331;18850;10803,25;0;0;1040520;1560780;122148;152685;0;0
BBC renovation;Transport;Transport ferroviaire;nr;Av 1980;Av 1980;Electricité;55950694,5546896;1020159,3192614;1730769,22610973;0;0;0;0;0;0;0;0
BBC renovation;Transport;Transport maritime et fluvial;nr;Av 1980;Av 1980;Gaz;26481287,0952456;151525,570807785;345237,435003873;0;0;0;0;0;0;0;0
Modeste bati;Sport Loisir Culture;Sport;Petite salle multisport;Av 1980;Av 1980;Gaz;562920933,303382;3405781,75;7976738,0726875;0;0;42329002,3338483;63493503,5007724;201062758,361154;281487861,705615;204346905;238404722,5
Modeste bati;Sport Loisir Culture;Loisir;Grand bar café tabac;Av 1980;Av 1980;Fioul;9211854,17943971;144400;139506,25;5776000;7220000;18519300;22418100;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;1981-1998;1981-1998;Autres;130563,291123962;3488,25;2375,5375;0;0;861403,9581783;1076754,94772287;180589,609433137;288943,37509302;34882,5;43603,125
BBC renovation;Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);2000-2007;1999-2008;Urbain;1454704,62939451;108369,786467852;120070,122017869;0;0;4734789,06548964;5786964,41337623;2314785,76535049;3156526,04365976;3471840,76759543;3967818,02010907
Maximal;Transport;Transport ferroviaire;nr;Av 1980;Av 1980;Urbain;45711897,0458751;265034,791399133;323311,530777006;0;0;0;0;0;0;0;0
BBC renovation;Commerce;Commerce de détail non alimentaire;Grand brico;1999-2008;1999-2008;Urbain;1833842,77331054;42400,086205271;28243,3101150576;0;0;1081202,18551438;1321469,33785091;1062122,15817003;1180135,73130004;4240008,6205271;4664009,48257981
BBC renovation;Commerce;Entrepôt;Entrepôt;1981-1998;1981-1998;Urbain;1460119,25;50900;73100;0;0;161183,317215;195116,647155;1015455;1122345;5599000;6108000
Maximal;Transport;Transport ferroviaire;nr;1999-2008;1999-2008;Autres;963629,856677918;5904,1623920988;5904,1623920988;0;0;0;0;0;0;0;0
BBC renovation;Habitat Communautaire;Résidence universitaire;Résidence universitaire;1981-1999;1981-1998;Autres;267332,060001105;16634,6621574912;19251,520867942;0;0;1060628,30567276;1296323,48471115;604950,960141812;824933,127466107;0;0
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Av 1980;Av 1980;Autres;26397,6948801144;696;414,12;0;0;241795,5554112;293608,8887136;0;0;6960;8700
Modeste bati;Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;1961-1980;Av 1980;Gaz;38851864,3195957;201485,680442937;939339,603484089;0;0;17920373,4664978;25088522,853097;7168149,38659914;10035409,1412388;0;0
BBC renovation;Commerce;Commerce de détail non alimentaire;Grand librairie;1981-1998;1981-1998;Electricité;7953568,77389258;382485,204032203;121907,691248949;0;0;30471321,3055635;45706981,9583453;4602571,95008771;5753214,93760963;1912426,02016101;3187376,70026836
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;1981-1998;1981-1998;Electricité;1257586,61715785;137330,313753536;82772,6543417267;1544966,02972728;1888291,81411112;37950638,82897;42694468,6825912;11363659,6102579;14545484,3011302;3089932,05945456;3433257,8438384
Maximal;Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);avant 1960;Av 1980;Urbain;1454949,56019544;175729,273202352;175729,273202352;2810917,03337838;3614036,1857722;13222869,7475382;17061767,4161784;4265441,8540446;5459765,57317709;6424953,21915058;7228072,37154441
Modeste bati;Bureaux Administration;Administration;plateau large bureaux cloisonnés;Av 1980;Av 1980;Electricité;398510158,589925;8318830,43975879;7261172,96852053;23812731,0953189;31750308,1270919;0;0;174575648,076602;244405907,307243;47625462,1906379;55563039,2224109
Maximal;Commerce;Process;Grand librairie;1999-2008;1999-2008;Autres;182448,914804624;16378,7655701024;10710,701808099;218383,540934698;327575,311402048;2935893,73335448;3914524,97780598;197091,145475182;246363,931843977;81893,827850512;136489,713084186
Modeste bati;Santé Action Sociale;Garderie;Garderie;1949-1978;Av 1980;Fioul;42777743,0523858;490062,127045127;622237,412802991;0;0;0;0;0;0;0;0
BBC renovation;Commerce;Entrepôt;Entrepôt;Av 1980;Av 1980;Autres;8819523;260100;274500;0;0;823649,917635;997049,900295;5188995;5735205;28611000;31212000
BBC renovation;Enseignement Recherche;Enseignement secondaire;Cantine collége;avant 1960;Av 1980;Fioul;1502646,55923543;22612,8896455129;22612,8896455129;791451,137592951;1017580,03404808;1329637,90946019;1642493,8881567;688283,153132334;938567,936089547;1582902,2751859;1809031,17164103
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;1981-1998;1981-1998;Gaz;3049906,01375342;350530,190472966;304693,010333996;3943464,64282087;4819790,11900328;87953696,0877249;98947908,0986906;26187270,0902873;33519705,7155678;7886929,28564174;8763254,76182416
Maximal;Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;1999-2008;1999-2008;Autres;116602,548365966;34250,6618333333;21814,2457935532;130019,360194444;167167,748821428;8265862,9231504;10062789,6455744;8265862,9231504;10062789,6455744;297187,109015873;334335,497642857
BBC renovation;Transport;Service;nr;1999-2008;1999-2008;Fioul;4525613,79203688;21604,5865728738;26927,1277366984;0;0;0;0;0;0;0;0
Modeste bati;Sport Loisir Culture;Culture;Musée;Av 1980;Av 1980;Fioul;17118646,8480166;801665,6706672;485465,352030258;8882204,0408735;11842938,7211646;16033313,413344;24049970,120016;12626234,3130084;16233729,8310108;11842938,7211646;14803673,4014558
BBC renovation;Sport Loisir Culture;Culture;Immeuble péri urbain;1981-1998;1981-1998;Urbain;1198541,15949721;106519,552863115;95834,4076031712;0;0;10225877,074859;14316227,9048026;3374539,43470348;4601644,68368656;1558150,05401884;1780742,91887868
Modeste bati;Sport Loisir Culture;Culture;Immeuble péri urbain;1981-1998;1981-1998;Fioul;2380390,4657859;70211,4410259399;67236,3474224856;0;0;6740298,33849023;9436417,67388633;0;0;0;0
BBC renovation;Sport Loisir Culture;Culture;Petit cinéma;Av 1980;Av 1980;Electricité;992261,247494289;78266,5536895857;21160,6614164218;2347996,61068757;3130662,14758342;7513589,15420022;11270383,7313003;1753170,80264671;2191463,50330839;3521994,91603135;4304660,45292721
Maximal;Sport Loisir Culture;Culture;Petite salle de spectacle;1999-2008;1999-2008;Autres;417199,609962424;33802,8141486;23109,033478812;0;0;615211,21750452;878873,1678636;2087323,77367605;2671774,43030534;2704225,131888;3042253,273374
Modeste bati;Sport Loisir Culture;Loisir;Vestiaire et rangement;Av 1980;Av 1980;Autres;442112,582081076;6199,556473005;14436,25156862;0;0;0;0;752803,285830619;1053924,60016286;371973,3883803;433968,95311035
BBC renovation;Commerce;Commerce de détail non alimentaire;Grand Mode;Av 1980;Av 1980;Urbain;971183,890701107;41822,8537705872;38978,3419940006;0;0;3331887,35596649;4997831,03394974;503268,339815095;629085,424768868;209114,268852936;348523,78142156
BBC renovation;Commerce;Commerce de gros;Grand commerce de gros;1981-1998;1981-1998;Urbain;1451660,30890778;45106,9083333333;29989,3331475769;0;0;1474807,97133246;1785293,86003403;1452310,88794574;1605185,71825582;4961759,91666666;5412828,99999999
Modeste bati;Sport Loisir Culture;Sport;Grand bar café tabac;1981-1998;1981-1998;Urbain;104729,456611499;1625,7;2177,784;65028;81285;208496,025;252389,925;0;0;0;0
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Av 1980;Av 1980;Fioul;71903,3960908789;10500,5;5966,735;0;0;7738195,585958;9420412,017688;1365563,92338212;1662425,6458565;210010;236261,25
Maximal;Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;1999-2008;1999-2008;Autres;74987,5109825387;2900;1725,5;101500;130500;840420;1023120;111012;121104;348000;377000
Maximal;Enseignement Recherche;Enseignement secondaire;Internat LP;avant 1960;Av 1980;Fioul;47423,8209329311;3294,6961343601;3294,6961343601;38438,1215675343;49420,4420154013;249998,528604852;322578,746586906;80644,6862348895;103225,198380658;87858,5635829356;98840,8840308026
Maximal;Enseignement Recherche;Enseignement supérieur et recherche;école;avant 1960;Av 1980;Autres;658070,471300066;58672,7667257999;45922,554051358;1026773,41770149;1320137,25133049;7538728,28597601;10365751,393217;2355852,5893675;3015491,3143904;880091,500886999;1173455,33451599
Modeste bati;Enseignement Recherche;Enseignement secondaire;Internat college;avant 1960;Av 1980;Autres;62079,1535329087;686,1343863947;686,1343863947;0;0;30230,2739303643;40307,0319071524;13435,6772337706;18809,9481272789;13722,6877278936;16009,8023492092
BBC renovation;Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;avant 1960;Av 1980;Urbain;1689258,50889221;22200,4618718806;42202,5090499002;777016,165515822;999020,784234628;1678354,91806918;2073261,95761487;868795,48700052;1184721,11863707;555011,546797016;777016,165515822
Modeste bati;Enseignement Recherche;Enseignement secondaire;Collège;1981-1999;1981-1998;Fioul;128993453,785995;3103273,37051241;3244113,37721215;0;0;0;0;0;0;0;0
BBC renovation;Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;2000-2007;1999-2008;Fioul;3289362,26723835;44829,4235272497;61817,1715171762;0;0;3588463,50329733;4385899,8373634;1754359,93494536;2392309,00219822;3138059,64690748;3586353,88217997
BBC renovation;Habitat Communautaire;Foyer;Foyers;Av 1980;Av 1980;Autres;2655883,84562838;184701,599959907;208785,131612114;2015809,73736767;2591755,37661558;11575153,3724166;14468941,7155208;7427390,07386164;10128259,1916295;0;0
Modeste bati;Santé Action Sociale;Garderie;Garderie;1949-1978;Av 1980;Electricité;26106413,7166949;313439,05283511;206070,859790013;0;0;0;0;0;0;0;0
Modeste bati;Commerce;Commerce de gros;Grand commerce de gros;1981-1998;1981-1998;Electricité;70113588,9850276;1092187,55678571;444776,089885117;0;0;0;0;0;0;98296880,1107142;109218755,678571
Maximal;Commerce;Commerce de détail non alimentaire;Grand librairie;Av 1980;Av 1980;Electricité;9995341,79471788;963634,084134104;502583,78186896;12848454,4551213;19272681,682682;172731409,870128;230308546,493504;11595730,1328986;14494662,6661232;4818170,42067052;8030284,03445087
Modeste bati;Commerce;Commerce de détail non alimentaire;Grand Mode;Av 1980;Av 1980;Gaz;15246727,4998741;331071,794662222;438575,161609015;0;0;26375386,3522332;39563079,5283499;3485910,10076847;4481884,41527375;1103572,64887407;2207145,29774814
Maximal;Commerce;Process;Grand process;1981-1998;1981-1998;Electricité;9807543,1660795;614680,56956807;241567,76652897;8195740,92757427;12293611,3913614;110181492,27948;146908656,372641;7396656,17894004;9245820,22367505;3073402,84784035;5122338,07973392
Modeste bati;Bureaux Administration;Bureaux;immeuble peri urbain;Av 1980;Av 1980;Gaz;303800300,172575;5913087,58714503;14062691,7153519;0;0;405468862,104844;608203293,157266;152050823,584971;212871153,018959;47416969,5799946;71125454,3699919
Modeste bati;Bureaux Administration;Administration;immeuble peri urbain;Av 1980;Av 1980;Autres;8309660,62657441;179894,57668629;108591,036447786;0;0;12335628,0847922;18503442,1271884;4625860,54079183;6476204,75710856;1287319,24648611;1930978,86972916
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Av 1980;Av 1980;Fioul;30758331,3653218;653213,795974941;647263,223023485;0;0;226931311,206924;275559449,322693;0;0;6532137,95974941;8165172,44968676
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Av 1980;Av 1980;Gaz;3077256,27533841;246276,707758269;400029,414522742;2770612,96228053;3386304,73167621;30897405,26833;38621756,5854125;7359496,94297156;11775195,1087545;4925534,15516539;5541225,92456107
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Av 1980;Av 1980;Fioul;20981044,229945;187635,198814431;152101,425089172;1876351,98814431;2345439,98518038;25926088,2291004;32407610,2863756;0;0;0;0
Modeste bati;Commerce;Commerce de gros;Petit commerce de gros;1999-2008;1999-2008;Electricité;162973328,492102;2570332,16510711;1547745,87078861;0;0;0;0;0;0;231329894,85964;257033216,510711
Modeste bati;Commerce;Commerce de détail non alimentaire;Petit librairie;Av 1980;Av 1980;Urbain;11169660,8925938;302030,410591127;1684551,32355143;12081216,4236451;15101520,5295563;60972389,1380839;73808681,5882068;0;0;0;0
BBC renovation;Commerce;Process;Petit process;1981-1998;1981-1998;Gaz;30476168,5012718;1370139,21469812;2300396,36933561;61656264,6614156;75357656,8083969;276596853,967184;334827770,591854;2569011,02755898;4110417,64409437;0;0
Maximal;Commerce;Petit commerce alimentaire;Petit poissonnerie;Av 1980;Av 1980;Fioul;12989866,8931998;283164,299999999;383735,121320521;12742393,4999999;15574036,4999999;69198275,8124999;84241379,2499999;637119,674999999;955679,512499999;0;0
BBC renovation;Santé Action Sociale;Garderie;Garderie;1979-1999;1981-1998;Fioul;6050492,89615142;396926,66704813;517965,003830813;0;0;20425379,2822266;24964352,4560548;11650031,1461589;15886406,1083985;9294961,82510293;10622813,5144033
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;1999-2008;1999-2008;Fioul;1288829,75765719;154139,614051689;112266,599081908;1734070,6580815;2119419,69321072;38676123,0212124;43510638,398864;11515400,9968095;14739713,2759162;3468141,316163;3853490,35129222
Maximal;Enseignement Recherche;Enseignement secondaire;Cantine LP;1981-1999;1981-1998;Urbain;1817895,81710244;24507,8829936146;37692,1295478566;857775,904776513;1102854,73471266;2712590,15188037;3729811,45883552;847684,422462618;1085036,06075215;1960630,63948917;2205709,46942532
BBC renovation;Commerce;Commerce de gros;Grand commerce de gros;Av 1980;Av 1980;Autres;13255020,4151109;367863,841666666;251198,710322357;0;0;12027614,9729832;14559744,4409797;11844142,7771108;13090894,6483856;40465022,5833333;44143661
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;1981-1998;1981-1998;Gaz;39791,7257639703;3180,6666666667;1861,2966666667;39758,3333333333;43734,1666666666;1394545,63076053;1568863,83460559;364120,069311916;466073,688719253;35782,4999999999;43734,1666666666
Modeste bati;Transport;Transport routier;nr;1999-2008;1999-2008;Urbain;1828205,94155665;10705,2189928456;39647,6709845684;0;0;0;0;0;0;0;0
BBC renovation;Transport;Transport ferroviaire;nr;1981-1998;1981-1998;Urbain;6986791,84693136;40130,468395308;40130,468395308;0;0;0;0;0;0;0;0
Modeste bati;Sport Loisir Culture;Sport;Petite salle multisport;Av 1980;Av 1980;Fioul;61798790,0209087;904461,26;1283364,475525;0;0;11241161,5293362;16861742,2940043;53395516,540778;74753723,1570892;54267675,6;63312288,2
Modeste bati;Sport Loisir Culture;Sport;Petite salle multisport;Av 1980;Av 1980;Urbain;2333171,52167343;31361,565;68354,9854;0;0;389779,456090554;584669,184135831;1851452,39134087;2592033,34787723;1881693,9;2195309,55
BBC renovation;Sport Loisir Culture;Culture;Petite salle de spectacle;Av 1980;Av 1980;Autres;1430683,66746817;91848,8849205;69350,503778628;2755466,547615;3673955,39682;955228,4031732;1432842,6047598;1814933,96602908;2268667,45753635;4133199,8214225;5051688,6706275
BBC renovation;Sport Loisir Culture;Loisir;Grand bar café tabac;1981-1998;1981-1998;Electricité;774898,109709474;82650,000028475;43365,8785824236;3719250,00128137;4545750,00156612;10599862,5036519;12831412,5044207;557887,500192206;892620,00030753;0;0
Maximal;Sport Loisir Culture;Loisir;Grand bar café tabac;1981-1998;1981-1998;Gaz;858023,535395633;98425;116309,25;4429125;5413375;15280481,25;18602325;797242,5;1195863,75;0;0
BBC renovation;Sport Loisir Culture;Culture;Musée;1999-2008;1999-2008;Fioul;1130134,10067266;147615,8983437;87609,39455725;0;0;0;0;7306986,96801315;9964073,13819975;3813918,30779516;4358763,78033733
BBC renovation;Sport Loisir Culture;Culture;Petit cinéma;Av 1980;Av 1980;Gaz;1079702,77561019;45681,8347671852;27528,4547470405;1370455,04301555;1827273,39068741;4385456,13764978;6578184,20647468;1023273,09878495;1279091,37348118;2055682,56452333;2512500,91219519
BBC renovation;Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);2000-2007;1999-2008;Urbain;527867,675838858;37693,9937767056;37693,9937767056;0;0;1646889,92555617;2012865,46456866;805146,185827464;1097926,61703745;1253317,07441089;1432362,3707553
Modeste bati;Enseignement Recherche;Enseignement secondaire;Internat college;1961-1980;Av 1980;Gaz;613302,24555476;8683,4731754836;10742,8479344961;86834,7317548355;115779,64233978;425092,903675706;595130,065145988;170037,160601935;238052,024842709;0;0
